OGWork_Links,OGWork_Titles_eng,OG_Form_of_Literature,OGWork_Country of Origin,OGWork_Cordinates,Mappable,OG_Latitude,OG_Longitude,OGWork_Publisher,author_links,Author_QIDs,OGWork_Authors,country of citizenship,OG_Languages_Links,OGLang,translatedWork,TranslatedWork_Titles,Trans_Form of Creative work,pubPlace,Trans_Place of Publication,Trans_Publication_coordinates,TransWork_Lat,Mappable_2,TransWork_Long,Translators,Translated into,transLang
http://www.wikidata.org/entity/Q74896635,Armand Durand: or A Promise Fulfilled,novel,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q7367330,Q7367330,Rosanna Eleanor Leprohon,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q74896776,Armand Durand ou La Promesse accomplie,,http://www.wikidata.org/entity/Q340,Montreal,"45.5033426,-73.5868411",-73.5868411,Yes,45.5033426,Joseph-Auguste Genand,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q3051580,Elminster – The Making of a Mage,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q266075,Q266075,Ed Greenwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q3723580,Elminster: la nascita di un mago (2000),,http://www.wikidata.org/entity/Q490,Milan,"45.466944444444,9.19",9.19,Yes,45.466944444444,Adria Tissoni,Italian,http://www.wikidata.org/entity/Q652
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112689908,Les Jardins de la Lune,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q56612134,La Scouine,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q2831298,Q2831298,Albert Laberge,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q58006004,Bitter Bread,,http://www.wikidata.org/entity/Q340,Montreal,"45.5033426,-73.5868411",-73.5868411,Yes,45.5033426,Conrad Dion,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q112689498,Les Jardins de la Lune,,http://www.wikidata.org/entity/Q142,France,"47,2",2,Yes,47,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121621945,Les Jardins de la Lune,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q441055,Gardens of the Moon,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121622985,Les Jardins de la Lune,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q957076,The World of Null-A,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Simon & Schuster,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730686,Le Monde des Ā,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2005135,The Weapon Shops of Isher,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730849,Les Armureries d'Isher,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
,,fix-up,,,No,,,,,,,,,,,,,,,,,No,,,,
http://www.wikidata.org/entity/Q2017697,The Players of Null-A,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Ace Books,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730742,Les Aventures de Ā,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2779707,The Voyage of the Space Beagle,fix-up,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Simon & Schuster,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730687,La Faune de l'espace,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
,,novel,,,No,,,,,,,,,,,,,,,,,No,,,,
http://www.wikidata.org/entity/Q1323801,Deadhouse Gates,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121623792,Les Portes de la Maison des Morts,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q3223992,The Book of Ptath,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Fantasy Press,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730850,Le Livre de Ptath,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173252,Station Eleven,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173180,Station Eleven,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173182,Station Eleven,,,,,,No,,,Indonesian,http://www.wikidata.org/entity/Q9240
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173202,Station Eleven,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173211,Station Eleven,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173208,Station Eleven,,,,,,No,,Gérard de Chergé,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173294,Station Eleven,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173295,Station Eleven,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173297,Station Eleven,,,,,,No,,Gérard de Chergé,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173251,Station Eleven,,,,,,No,,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q834383,Games People Play,,n/a,,No,,,Grove Press,http://www.wikidata.org/entity/Q44836,Q44836,Eric Berne,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q123067214,"Games People Play (Assir Al-Kotob, 2021)",,,,,,No,,,Arabic,http://www.wikidata.org/entity/Q13955
http://www.wikidata.org/entity/Q3684232,The Way the Crow Flies,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q437321,Q437321,Ann-Marie MacDonald,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q117193920,Le Vol du corbeau,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2266733,Slan,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Arkham House,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730714,À la poursuite des Slans,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q3576703,Siege of the Unseen,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q120730887,L'Assaut de l'invisible,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q122134606,Readopolis,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q2899597,Q2899597,Bertrand Laverdure,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q124959502,Q124959502,,,,,,No,,,,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173284,Station Elf,,,,,,No,,,Dutch,http://www.wikidata.org/entity/Q7411
http://www.wikidata.org/entity/Q7814342,Toll the Hounds,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121880113,La Rançon des Molosses,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173272,Estação Onze,,,,,,No,,,Portuguese,http://www.wikidata.org/entity/Q5146
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173197,Das Licht der letzten Tage,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173204,Das Licht der letzten Tage,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173224,Das Licht der letzten Tage,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173258,Das Licht der letzten Tage,,,,,,No,,,German,http://www.wikidata.org/entity/Q188
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173237,Estación once,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173244,Estación once,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173265,Estación once,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173296,ステーション・イレブン,,,,,,No,,,Japanese,http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173301,ステーション・イレブン,,,,,,No,,,Japanese,http://www.wikidata.org/entity/Q5287
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173189,Station 11,,,,,,No,,,Danish,http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173256,Станция Одиннадцать,,,,,,No,,,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173281,Станция Одиннадцать,,,,,,No,,,Russian,http://www.wikidata.org/entity/Q7737
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173279,Station elleve,,,,,,No,,,Danish,http://www.wikidata.org/entity/Q9035
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173181,如果我們的世界消失了,,,,,,No,,,Chinese,http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173232,المحطة إيلفن,,,,,,No,,,Arabic,http://www.wikidata.org/entity/Q13955
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173266,如果我們的世界消失了,,,,,,No,,,Chinese,http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173261,Postaja Enajst,,,,,,No,,,Slovene,http://www.wikidata.org/entity/Q9063
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173270,Simfonia itinerata,,,,,,No,,,Romanian,http://www.wikidata.org/entity/Q7913
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173275,스테이션 일레븐,,,,,,No,,,Korean,http://www.wikidata.org/entity/Q9176
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173278,Postaja Enajst,,,,,,No,,,Slovene,http://www.wikidata.org/entity/Q9063
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173285,Станица единаесет,,,,,,No,,,Macedonian,http://www.wikidata.org/entity/Q9296
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173135,תחנה אחת-עשרה,,,,,,No,,,Hebrew,http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173132,ایستگاه ۱۱,,,,,,No,,,Persian,http://www.wikidata.org/entity/Q9168
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173209,תחנה אחת-עשרה,,,,,,No,,,Hebrew,http://www.wikidata.org/entity/Q9288
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173214,სადგური 11,,,,,,No,,,Georgian,http://www.wikidata.org/entity/Q8108
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173259,Fordi overlevelse ikke er nok,,,,,,No,,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173273,Fordi overlevelse ikke er nok,,,,,,No,,,Norwegian,http://www.wikidata.org/entity/Q9043
http://www.wikidata.org/entity/Q20645702,Station Eleven,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q3052385,Q3052385,Emily St. John Mandel,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q116173271,Stacja Jedenasta,,,,,,No,,,Polish,http://www.wikidata.org/entity/Q809
http://www.wikidata.org/entity/Q122150389,La chambre neptune,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q2899597,Q2899597,Bertrand Laverdure,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q124960091,Q124960091,,,,,,No,,,,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q2032398,Oryx and Crake,novel,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126453512,Q126453512,,,,,,No,,Michèle Albaret-Maatsch,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q15035002,Half a Crown,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q438330,Q438330,Jo Walton,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q117815626,Une demi-couronne,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q2918023,The Death and Life of Great American Cities,,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Random House,http://www.wikidata.org/entity/Q234335,Q234335,جاين جاكوبز,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q126176400,Déclin et survie des grandes villes américaines,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q4343791,Memories of Ice,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q428755,Q428755,Steven Erikson,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q121689669,Les Souvenirs de la Glace,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q1541914,The Handmaid's Tale,novel,Canada,"56,-109",Yes,-109,56,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435894,El cuento de la criada,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q1541914,The Handmaid's Tale,novel,Canada,"56,-109",Yes,-109,56,McClelland & Stewart,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435896,El cuento de la criada,,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2346621,Flashforward,novel,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,Tor Books,http://www.wikidata.org/entity/Q362742,Q362742,Robert J. Sawyer,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q131868459,Flashforward,,http://www.wikidata.org/entity/Q29,Spain,"40.2,-3.5",-3.5,Yes,40.2,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q2910080,The Tin Flute,novel,Canada,"56,-109",Yes,-109,56,Groupe Flammarion,http://www.wikidata.org/entity/Q294999,Q294999,Gabrielle Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133545915,The Tin Flute,,http://www.wikidata.org/entity/Q16,Canada,"56,-109",-109,Yes,56,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q4659086,A Question and Answer Guide to Astronomy,,United States,"39.828175,-98.5795",Yes,-98.5795,39.828175,n/a,http://www.wikidata.org/entity/Q3169922,Q3169922,Jean-René Roy,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q133265274,A Question and Answer Guide to Astronomy,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q3203857,L'Horloge temporelle,short story collection,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q315059,Q315059,A. E. van Vogt,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q133882559,L'Horloge temporelle,,,,,,No,,,French,http://www.wikidata.org/entity/Q150
http://www.wikidata.org/entity/Q21065489,The Heart Goes Last,novel,Canada,"56,-109",Yes,-109,56,Penguin Random House,http://www.wikidata.org/entity/Q183492,Q183492,Margaret Atwood,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q136435893,"Por último, el corazón",,,,,,No,,,Spanish,http://www.wikidata.org/entity/Q1321
http://www.wikidata.org/entity/Q1767259,Shake Hands with the Devil,,Canada,"56,-109",Yes,-109,56,n/a,http://www.wikidata.org/entity/Q355188,Q355188,Roméo Dallaire,Canada,http://www.wikidata.org/entity/Q150,French,http://www.wikidata.org/entity/Q126712106,Shake Hands with the Devil,,,,,,No,,,English,http://www.wikidata.org/entity/Q1860
http://www.wikidata.org/entity/Q129673672,History of Economics: The Past as the Present,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q186042,Q186042,John Kenneth Galbraith,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q129671418,Tārīkh al-Fikr al-iqtiṣādī: al-māḍī Ṣūrat al-ḥāḍir,,http://www.wikidata.org/entity/Q35178,Kuwait City,"29.375,47.98",47.98,Yes,29.375,"Balbaʿ, Aḥmad Fuʾād",Arabic,http://www.wikidata.org/entity/Q13955
http://www.wikidata.org/entity/Q115707968,The Anarchist Roots of Geography: Toward Spatial Emancipation,,n/a,,No,,,n/a,http://www.wikidata.org/entity/Q47087173,Q47087173,Simon Springer,Canada,http://www.wikidata.org/entity/Q1860,English,http://www.wikidata.org/entity/Q115683496,For an anarchist geography,,http://www.wikidata.org/entity/Q340,Montreal,"45.5033426,-73.5868411",-73.5868411,Yes,45.5033426,Nicolas Calvé,French,http://www.wikidata.org/entity/Q150
